year,region,state,unit_name,unit_type,visitors,pop,gas_price
2008,NE,PA,Independence National Historical Park,National Historical Park,4076638,12612285,3.27
2009,NE,PA,Independence National Historical Park,National Historical Park,3967694,12666858,2.35
2010,NE,PA,Independence National Historical Park,National Historical Park,3751007,12711077,2.79
2011,NE,PA,Independence National Historical Park,National Historical Park,3572770,12743995,3.53
2012,NE,PA,Independence National Historical Park,National Historical Park,3594549,12770043,3.64
2013,NE,PA,Independence National Historical Park,National Historical Park,3553070,12781296,3.53
2014,NE,PA,Independence National Historical Park,National Historical Park,3648050,12787209,3.37
2015,NE,PA,Independence National Historical Park,National Historical Park,4311582,12802503,2.45
2006,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1938132,6332669,2.59
2007,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1972344,6379599,2.8
2008,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1833596,6424806,3.27
2009,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1944568,6459325,2.35
2010,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,2150345,6490308,2.79
2011,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1840513,6516560,3.53
2012,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1889381,6537632,3.64
2013,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1681695,6570713,3.53
2014,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1553372,6596855,3.37
2015,MW,IN,Indiana Dunes National Lakeshore,National Lakeshore,1640195,6619680,2.45
2006,MW,MI,Isle Royale National Park,National Park,17070,10036081,2.59
2007,MW,MI,Isle Royale National Park,National Park,15973,10001284,2.8
2008,MW,MI,Isle Royale National Park,National Park,14038,9946889,3.27
2009,MW,MI,Isle Royale National Park,National Park,14653,9901591,2.35
2010,MW,MI,Isle Royale National Park,National Park,15793,9876498,2.79
2011,MW,MI,Isle Royale National Park,National Park,15892,9875736,3.53
2012,MW,MI,Isle Royale National Park,National Park,16663,9884781,3.64
2013,MW,MI,Isle Royale National Park,National Park,16274,9898193,3.53
2014,MW,MI,Isle Royale National Park,National Park,14560,9909877,3.37
2015,MW,MI,Isle Royale National Park,National Park,18684,9922576,2.45
2006,MW,OH,James A. Garfield National Historic Site,National Historic Site,19916,11481213,2.59
2007,MW,OH,James A. Garfield National Historic Site,National Historic Site,19196,11500468,2.8
2008,MW,OH,James A. Garfield National Historic Site,National Historic Site,27289,11515391,3.27
2009,MW,OH,James A. Garfield National Historic Site,National Historic Site,17100,11528896,2.35
2010,MW,OH,James A. Garfield National Historic Site,National Historic Site,24853,11540070,2.79
2011,MW,OH,James A. Garfield National Historic Site,National Historic Site,31499,11544757,3.53
2012,MW,OH,James A. Garfield National Historic Site,National Historic Site,36375,11550901,3.64
2013,MW,OH,James A. Garfield National Historic Site,National Historic Site,21027,11572005,3.53
2014,MW,OH,James A. Garfield National Historic Site,National Historic Site,17956,11594163,3.37
2015,MW,OH,James A. Garfield National Historic Site,National Historic Site,24506,11613423,2.45
2006,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,264680,4302665,2.59
2007,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,303373,4375581,2.8
2008,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,339821,4435586,3.27
2009,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,335075,4491648,2.35
2010,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,391019,4545581,2.79
2011,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,420366,4575972,3.53
2012,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,419694,4604744,3.64
2013,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,400128,4629284,3.53
2014,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,445524,4649676,3.37
2015,SE,LA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,405618,4670724,2.45
2006,MW,MO,Jefferson National Expansion Memorial,National Memorial,2572072,5842704,2.59
2007,MW,MO,Jefferson National Expansion Memorial,National Memorial,2385387,5887612,2.8
2008,MW,MO,Jefferson National Expansion Memorial,National Memorial,1954810,5923916,3.27
2009,MW,MO,Jefferson National Expansion Memorial,National Memorial,2360109,5961088,2.35
2010,MW,MO,Jefferson National Expansion Memorial,National Memorial,2436110,5996085,2.79
2011,MW,MO,Jefferson National Expansion Memorial,National Memorial,2259020,6010544,3.53
2012,MW,MO,Jefferson National Expansion Memorial,National Memorial,2496726,6025281,3.64
2013,MW,MO,Jefferson National Expansion Memorial,National Memorial,2377258,6044917,3.53
2014,MW,MO,Jefferson National Expansion Memorial,National Memorial,1817091,6063589,3.37
2015,MW,MO,Jefferson National Expansion Memorial,National Memorial,1698656,6083672,2.45
2006,MW,SD,Jewel Cave National Monument,National Monument,97395,783033,2.59
2007,MW,SD,Jewel Cave National Monument,National Monument,105321,791623,2.8
2008,MW,SD,Jewel Cave National Monument,National Monument,100481,799124,3.27
2009,MW,SD,Jewel Cave National Monument,National Monument,129595,807067,2.35
2010,MW,SD,Jewel Cave National Monument,National Monument,103462,816192,2.79
2011,MW,SD,Jewel Cave National Monument,National Monument,77146,824171,3.53
2012,MW,SD,Jewel Cave National Monument,National Monument,109300,834504,3.64
2013,MW,SD,Jewel Cave National Monument,National Monument,98259,845510,3.53
2014,MW,SD,Jewel Cave National Monument,National Monument,104348,853175,3.37
2015,MW,SD,Jewel Cave National Monument,National Monument,116444,858469,2.45
2006,SE,GA,Jimmy Carter National Historic Site,National Historic Site,86016,9155813,2.59
2007,SE,GA,Jimmy Carter National Historic Site,National Historic Site,84501,9349988,2.8
2008,SE,GA,Jimmy Carter National Historic Site,National Historic Site,82417,9504843,3.27
2009,SE,GA,Jimmy Carter National Historic Site,National Historic Site,69972,9620846,2.35
2010,SE,GA,Jimmy Carter National Historic Site,National Historic Site,64849,9714464,2.79
2011,SE,GA,Jimmy Carter National Historic Site,National Historic Site,66157,9813201,3.53
2012,SE,GA,Jimmy Carter National Historic Site,National Historic Site,69940,9919000,3.64
2013,SE,GA,Jimmy Carter National Historic Site,National Historic Site,67455,9994759,3.53
2014,SE,GA,Jimmy Carter National Historic Site,National Historic Site,62057,10097343,3.37
2015,SE,GA,Jimmy Carter National Historic Site,National Historic Site,67797,10214860,2.45
2006,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1034954,522667,2.59
2007,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1172125,534876,2.8
2008,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1099060,546043,3.27
2009,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1139923,559851,2.35
2010,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1222931,564358,2.79
2011,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1147986,567631,3.53
2012,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1197750,576893,3.64
2013,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1228502,583223,3.53
2014,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1264842,584153,3.37
2015,IM,WY,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1430337,586107,2.45
2006,PW,OR,John Day Fossil Beds National Monument,National Monument,119656,3670883,2.59
2007,PW,OR,John Day Fossil Beds National Monument,National Monument,124704,3722417,2.8
2008,PW,OR,John Day Fossil Beds National Monument,National Monument,112578,3768748,3.27
2009,PW,OR,John Day Fossil Beds National Monument,National Monument,130925,3808600,2.35
2010,PW,OR,John Day Fossil Beds National Monument,National Monument,135151,3837083,2.79
2011,PW,OR,John Day Fossil Beds National Monument,National Monument,148002,3867644,3.53
2012,PW,OR,John Day Fossil Beds National Monument,National Monument,148152,3898684,3.64
2013,PW,OR,John Day Fossil Beds National Monument,National Monument,156285,3928068,3.53
2014,PW,OR,John Day Fossil Beds National Monument,National Monument,183420,3970239,3.37
2015,PW,OR,John Day Fossil Beds National Monument,National Monument,196277,4028977,2.45
2006,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,6490,6410084,2.59
2007,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,8896,6431559,2.8
2008,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,10090,6468967,3.27
2009,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,16333,6517613,2.35
2010,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,17466,6564073,2.79
2011,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,18466,6612270,3.53
2012,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,22642,6655829,3.64
2013,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,17273,6708874,3.53
2014,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,26273,6745408,3.37
2015,NE,MA,John Fitzgerald Kennedy National Historic Site,National Historic Site,18485,6794422,2.45
2006,PW,CA,John Muir National Historic Site,National Historic Site,29499,36021202,2.59
2007,PW,CA,John Muir National Historic Site,National Historic Site,30875,36250311,2.8
2008,PW,CA,John Muir National Historic Site,National Historic Site,28770,36604337,3.27
2009,PW,CA,John Muir National Historic Site,National Historic Site,34516,36961229,2.35
2010,PW,CA,John Muir National Historic Site,National Historic Site,34904,37336011,2.79
2011,PW,CA,John Muir National Historic Site,National Historic Site,31236,37701901,3.53
2012,PW,CA,John Muir National Historic Site,National Historic Site,37403,38062780,3.64
2013,PW,CA,John Muir National Historic Site,National Historic Site,37777,38431393,3.53
2014,PW,CA,John Muir National Historic Site,National Historic Site,41535,38802500,3.37
2015,PW,CA,John Muir National Historic Site,National Historic Site,42615,39144818,2.45
2006,NE,PA,Johnstown Flood National Memorial,National Memorial,112239,12510809,2.59
2007,NE,PA,Johnstown Flood National Memorial,National Memorial,126066,12563937,2.8
2008,NE,PA,Johnstown Flood National Memorial,National Memorial,135308,12612285,3.27
2009,NE,PA,Johnstown Flood National Memorial,National Memorial,114350,12666858,2.35
2010,NE,PA,Johnstown Flood National Memorial,National Memorial,100799,12711077,2.79
2011,NE,PA,Johnstown Flood National Memorial,National Memorial,105906,12743995,3.53
2012,NE,PA,Johnstown Flood National Memorial,National Memorial,123081,12770043,3.64
2013,NE,PA,Johnstown Flood National Memorial,National Memorial,121923,12781296,3.53
2014,NE,PA,Johnstown Flood National Memorial,National Memorial,141354,12787209,3.37
2015,NE,PA,Johnstown Flood National Memorial,National Memorial,163431,12802503,2.45
2006,PW,CA,Joshua Tree National Park,National Park,1256421,36021202,2.59
2007,PW,CA,Joshua Tree National Park,National Park,1298979,36250311,2.8
2008,PW,CA,Joshua Tree National Park,National Park,1392446,36604337,3.27
2009,PW,CA,Joshua Tree National Park,National Park,1304471,36961229,2.35
2010,PW,CA,Joshua Tree National Park,National Park,1434976,37336011,2.79
2011,PW,CA,Joshua Tree National Park,National Park,1396237,37701901,3.53
2012,PW,CA,Joshua Tree National Park,National Park,1396117,38062780,3.64
2013,PW,CA,Joshua Tree National Park,National Park,1383340,38431393,3.53
2014,PW,CA,Joshua Tree National Park,National Park,1589904,38802500,3.37
2015,PW,CA,Joshua Tree National Park,National Park,2025756,39144818,2.45
2006,PW,HI,Kalaupapa National Historical Park,National Historical Park,46839,1309731,2.59
2007,PW,HI,Kalaupapa National Historical Park,National Historical Park,60992,1315675,2.8
2008,PW,HI,Kalaupapa National Historical Park,National Historical Park,60934,1332213,3.27
2009,PW,HI,Kalaupapa National Historical Park,National Historical Park,30654,1346717,2.35
2010,PW,HI,Kalaupapa National Historical Park,National Historical Park,27919,1363950,2.79
2011,PW,HI,Kalaupapa National Historical Park,National Historical Park,57841,1378251,3.53
2012,PW,HI,Kalaupapa National Historical Park,National Historical Park,58875,1392766,3.64
2013,PW,HI,Kalaupapa National Historical Park,National Historical Park,101112,1408987,3.53
2014,PW,HI,Kalaupapa National Historical Park,National Historical Park,67210,1419561,3.37
2015,PW,HI,Kalaupapa National Historical Park,National Historical Park,67891,1431603,2.45
2006,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,112344,1309731,2.59
2007,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,119237,1315675,2.8
2008,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,104835,1332213,3.27
2009,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,166380,1346717,2.35
2010,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,132731,1363950,2.79
2011,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,162906,1378251,3.53
2012,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,153584,1392766,3.64
2013,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,158124,1408987,3.53
2014,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,154206,1419561,3.37
2015,PW,HI,Kaloko-Honokohau National Historical Park,National Historical Park,170683,1431603,2.45
2006,AK,AK,Katmai National Park,National Park,68630,675302,2.59
2007,AK,AK,Katmai National Park,National Park,82634,680300,2.8
2008,AK,AK,Katmai National Park,National Park,7970,687455,3.27
2009,AK,AK,Katmai National Park,National Park,43035,698895,2.35
2010,AK,AK,Katmai National Park,National Park,55172,713856,2.79
2011,AK,AK,Katmai National Park,National Park,48939,722572,3.53
2012,AK,AK,Katmai National Park,National Park,39818,731081,3.64
2013,AK,AK,Katmai National Park,National Park,28966,737259,3.53
2014,AK,AK,Katmai National Park,National Park,30896,736732,3.37
2015,AK,AK,Katmai National Park,National Park,37818,738432,2.45
2006,AK,AK,Katmai National Preserve,National Preserve,68630,675302,2.59
2007,AK,AK,Katmai National Preserve,National Preserve,82634,680300,2.8
2008,AK,AK,Katmai National Preserve,National Preserve,7970,687455,3.27
2009,AK,AK,Katmai National Preserve,National Preserve,43035,698895,2.35
2010,AK,AK,Katmai National Preserve,National Preserve,55172,713856,2.79
2011,AK,AK,Katmai National Preserve,National Preserve,48939,722572,3.53
2012,AK,AK,Katmai National Preserve,National Preserve,39818,731081,3.64
2013,AK,AK,Katmai National Preserve,National Preserve,28966,737259,3.53
2014,AK,AK,Katmai National Preserve,National Preserve,30896,736732,3.37
2015,AK,AK,Katmai National Preserve,National Preserve,37818,738432,2.45
2006,AK,AK,Kenai Fjords National Park,National Park,251630,675302,2.59
2007,AK,AK,Kenai Fjords National Park,National Park,284604,680300,2.8
2008,AK,AK,Kenai Fjords National Park,National Park,272190,687455,3.27
2009,AK,AK,Kenai Fjords National Park,National Park,218358,698895,2.35
2010,AK,AK,Kenai Fjords National Park,National Park,297596,713856,2.79
2011,AK,AK,Kenai Fjords National Park,National Park,346852,722572,3.53
2012,AK,AK,Kenai Fjords National Park,National Park,281279,731081,3.64
2013,AK,AK,Kenai Fjords National Park,National Park,283502,737259,3.53
2014,AK,AK,Kenai Fjords National Park,National Park,270666,736732,3.37
2015,AK,AK,Kenai Fjords National Park,National Park,296697,738432,2.45
2006,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1316129,9155813,2.59
2007,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1329441,9349988,2.8
2008,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1415917,9504843,3.27
2009,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1372228,9620846,2.35
2010,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1512191,9714464,2.79
2011,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1748436,9813201,3.53
2012,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1935909,9919000,3.64
2013,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1924076,9994759,3.53
2014,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,2119013,10097343,3.37
2015,SE,GA,Kennesaw Mountain National Battlefield Park,National Battlefield Park,2174870,10214860,2.45
2006,PW,CA,Kings Canyon National Park,National Park,552766,36021202,2.59
2007,PW,CA,Kings Canyon National Park,National Park,580129,36250311,2.8
2008,PW,CA,Kings Canyon National Park,National Park,574870,36604337,3.27
2009,PW,CA,Kings Canyon National Park,National Park,609296,36961229,2.35
2010,PW,CA,Kings Canyon National Park,National Park,598205,37336011,2.79
2011,PW,CA,Kings Canyon National Park,National Park,566810,37701901,3.53
2012,PW,CA,Kings Canyon National Park,National Park,591033,38062780,3.64
2013,PW,CA,Kings Canyon National Park,National Park,567544,38431393,3.53
2014,PW,CA,Kings Canyon National Park,National Park,502268,38802500,3.37
2015,PW,CA,Kings Canyon National Park,National Park,468106,39144818,2.45
2006,SE,SC,Kings Mountain National Military Park,National Military Park,259287,4357847,2.59
2007,SE,SC,Kings Mountain National Military Park,National Military Park,262283,4444110,2.8
2008,SE,SC,Kings Mountain National Military Park,National Military Park,254997,4528996,3.27
2009,SE,SC,Kings Mountain National Military Park,National Military Park,277576,4589872,2.35
2010,SE,SC,Kings Mountain National Military Park,National Military Park,275555,4636290,2.79
2011,SE,SC,Kings Mountain National Military Park,National Military Park,272325,4673054,3.53
2012,SE,SC,Kings Mountain National Military Park,National Military Park,265713,4722621,3.64
2013,SE,SC,Kings Mountain National Military Park,National Military Park,247632,4771929,3.53
2014,SE,SC,Kings Mountain National Military Park,National Military Park,251093,4832482,3.37
2015,SE,SC,Kings Mountain National Military Park,National Military Park,257077,4896146,2.45
2006,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,903079,675302,2.59
2007,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,975043,680300,2.8
2008,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,935940,687455,3.27
2009,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,880512,698895,2.35
2010,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,797716,713856,2.79
2011,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,795150,722572,3.53
2012,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,854250,731081,3.64
2013,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,928150,737259,3.53
2014,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,1085202,736732,3.37
2015,AK,AK,Klondike Gold Rush National Historical Park,National Historical Park,919661,738432,2.45
2006,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,24235,649422,2.59
2007,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,22558,652822,2.8
2008,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,24798,657569,3.27
2009,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,29390,664968,2.35
2010,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,21721,674345,2.79
2011,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,16025,685242,3.53
2012,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,16010,701705,3.64
2013,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,14476,723857,3.53
2014,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,10750,739482,3.37
2015,MW,ND,Knife River Indian Villages National Historic Site,National Historic Site,11377,756927,2.45
2006,AK,AK,Kobuk Valley National Park,National Park,3005,675302,2.59
2007,AK,AK,Kobuk Valley National Park,National Park,847,680300,2.8
2008,AK,AK,Kobuk Valley National Park,National Park,1565,687455,3.27
2009,AK,AK,Kobuk Valley National Park,National Park,1879,698895,2.35
2010,AK,AK,Kobuk Valley National Park,National Park,3164,713856,2.79
2011,AK,AK,Kobuk Valley National Park,National Park,11485,722572,3.53
2012,AK,AK,Kobuk Valley National Park,National Park,29550,731081,3.64
2013,AK,AK,Kobuk Valley National Park,National Park,16875,737259,3.53
2014,AK,AK,Kobuk Valley National Park,National Park,0,736732,3.37
2015,AK,AK,Kobuk Valley National Park,National Park,0,738432,2.45
2006,NC,DC,Korean War Veterans Memorial,National Memorial,3248757,570681,2.59
2007,NC,DC,Korean War Veterans Memorial,National Memorial,3433663,574404,2.8
2008,NC,DC,Korean War Veterans Memorial,National Memorial,3654976,580236,3.27
2009,NC,DC,Korean War Veterans Memorial,National Memorial,3117046,592228,2.35
2010,NC,DC,Korean War Veterans Memorial,National Memorial,3072716,605210,2.79
2011,NC,DC,Korean War Veterans Memorial,National Memorial,3073430,620427,3.53
2012,NC,DC,Korean War Veterans Memorial,National Memorial,3267124,635040,3.64
2013,NC,DC,Korean War Veterans Memorial,National Memorial,3209279,649111,3.53
2014,NC,DC,Korean War Veterans Memorial,National Memorial,3767287,658893,3.37
2015,NC,DC,Korean War Veterans Memorial,National Memorial,4077835,672228,2.45
2006,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,35151,6370753,2.59
2007,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,34665,6461587,2.8
2008,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,25139,6562231,3.27
2009,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,34554,6667426,2.35
2010,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,39249,6741911,2.79
2011,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,43827,6822112,3.53
2012,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,40830,6896325,3.64
2013,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,37315,6973742,3.53
2014,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,35360,7061530,3.37
2015,PW,WA,Lake Chelan National Recreation Area,National Recreation Area,32186,7170351,2.45
2006,AK,AK,Lake Clark National Park,National Park,5320,675302,2.59
2007,AK,AK,Lake Clark National Park,National Park,5549,680300,2.8
2008,AK,AK,Lake Clark National Park,National Park,6802,687455,3.27
2009,AK,AK,Lake Clark National Park,National Park,9711,698895,2.35
2010,AK,AK,Lake Clark National Park,National Park,9931,713856,2.79
2011,AK,AK,Lake Clark National Park,National Park,5158,722572,3.53
2012,AK,AK,Lake Clark National Park,National Park,11639,731081,3.64
2013,AK,AK,Lake Clark National Park,National Park,13000,737259,3.53
2014,AK,AK,Lake Clark National Park,National Park,16100,736732,3.37
2015,AK,AK,Lake Clark National Park,National Park,17818,738432,2.45
2006,AK,AK,Lake Clark National Preserve,National Preserve,5320,675302,2.59
2007,AK,AK,Lake Clark National Preserve,National Preserve,5549,680300,2.8
2008,AK,AK,Lake Clark National Preserve,National Preserve,6802,687455,3.27
2009,AK,AK,Lake Clark National Preserve,National Preserve,9711,698895,2.35
2010,AK,AK,Lake Clark National Preserve,National Preserve,9931,713856,2.79
2011,AK,AK,Lake Clark National Preserve,National Preserve,5158,722572,3.53
2012,AK,AK,Lake Clark National Preserve,National Preserve,11639,731081,3.64
2013,AK,AK,Lake Clark National Preserve,National Preserve,13000,737259,3.53
2014,AK,AK,Lake Clark National Preserve,National Preserve,16100,736732,3.37
2015,AK,AK,Lake Clark National Preserve,National Preserve,17818,738432,2.45
2006,PW,NV,Lake Mead National Recreation Area,National Recreation Area,7777753,2522658,2.59
2007,PW,NV,Lake Mead National Recreation Area,National Recreation Area,7622139,2601072,2.8
2008,PW,NV,Lake Mead National Recreation Area,National Recreation Area,7601863,2653630,3.27
2009,PW,NV,Lake Mead National Recreation Area,National Recreation Area,7668689,2684665,2.35
2010,PW,NV,Lake Mead National Recreation Area,National Recreation Area,7080758,2703493,2.79
2011,PW,NV,Lake Mead National Recreation Area,National Recreation Area,6396682,2718586,3.53
2012,PW,NV,Lake Mead National Recreation Area,National Recreation Area,6285439,2755245,3.64
2013,PW,NV,Lake Mead National Recreation Area,National Recreation Area,6344714,2791494,3.53
2014,PW,NV,Lake Mead National Recreation Area,National Recreation Area,6942873,2839099,3.37
2015,PW,NV,Lake Mead National Recreation Area,National Recreation Area,7298465,2890845,2.45
2006,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,1037610,23359580,2.59
2007,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,984108,23831983,2.8
2008,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,875280,24309039,3.27
2009,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,1080644,24801761,2.35
2010,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,883586,25245717,2.79
2011,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,734030,25657477,3.53
2012,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,502457,26094422,3.64
2013,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,554272,26505637,3.53
2014,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,692195,26956958,3.37
2015,IM,TX,Lake Meredith National Recreation Area,National Recreation Area,831374,27469114,2.45
2006,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1281586,6370753,2.59
2007,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1450438,6461587,2.8
2008,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1337024,6562231,3.27
2009,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1382663,6667426,2.35
2010,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1324074,6741911,2.79
2011,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1523474,6822112,3.53
2012,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1781972,6896325,3.64
2013,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1254409,6973742,3.53
2014,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1180898,7061530,3.37
2015,PW,WA,Lake Roosevelt National Recreation Area,National Recreation Area,1170843,7170351,2.45
2006,PW,CA,Lassen Volcanic National Park,National Park,388741,36021202,2.59
2007,PW,CA,Lassen Volcanic National Park,National Park,395057,36250311,2.8
2008,PW,CA,Lassen Volcanic National Park,National Park,377361,36604337,3.27
2009,PW,CA,Lassen Volcanic National Park,National Park,365639,36961229,2.35
2010,PW,CA,Lassen Volcanic National Park,National Park,384570,37336011,2.79
2011,PW,CA,Lassen Volcanic National Park,National Park,351269,37701901,3.53
2012,PW,CA,Lassen Volcanic National Park,National Park,407653,38062780,3.64
2013,PW,CA,Lassen Volcanic National Park,National Park,427409,38431393,3.53
2014,PW,CA,Lassen Volcanic National Park,National Park,432977,38802500,3.37
2015,PW,CA,Lassen Volcanic National Park,National Park,468092,39144818,2.45
2006,PW,CA,Lava Beds National Monument,National Monument,104490,36021202,2.59
2007,PW,CA,Lava Beds National Monument,National Monument,102629,36250311,2.8
2008,PW,CA,Lava Beds National Monument,National Monument,120076,36604337,3.27
2009,PW,CA,Lava Beds National Monument,National Monument,129639,36961229,2.35
2010,PW,CA,Lava Beds National Monument,National Monument,130765,37336011,2.79
2011,PW,CA,Lava Beds National Monument,National Monument,124113,37701901,3.53
2012,PW,CA,Lava Beds National Monument,National Monument,181429,38062780,3.64
2013,PW,CA,Lava Beds National Monument,National Monument,105395,38431393,3.53
2014,PW,CA,Lava Beds National Monument,National Monument,138499,38802500,3.37
2015,PW,CA,Lava Beds National Monument,National Monument,108687,39144818,2.45
2006,PW,WA,Lewis and Clark National Historical Park,National Historical Park,218816,6370753,2.59
2007,PW,WA,Lewis and Clark National Historical Park,National Historical Park,234380,6461587,2.8
2008,PW,WA,Lewis and Clark National Historical Park,National Historical Park,230057,6562231,3.27
2009,PW,WA,Lewis and Clark National Historical Park,National Historical Park,225846,6667426,2.35
2010,PW,WA,Lewis and Clark National Historical Park,National Historical Park,218553,6741911,2.79
2011,PW,WA,Lewis and Clark National Historical Park,National Historical Park,191867,6822112,3.53
2012,PW,WA,Lewis and Clark National Historical Park,National Historical Park,201704,6896325,3.64
2013,PW,WA,Lewis and Clark National Historical Park,National Historical Park,217022,6973742,3.53
