year,region,state,unit_name,unit_type,visitors
1977,NC,WV,Harpers Ferry National Historical Park,National Historical Park,706200
1978,NC,WV,Harpers Ferry National Historical Park,National Historical Park,629747
1979,NC,WV,Harpers Ferry National Historical Park,National Historical Park,437448
1980,NC,WV,Harpers Ferry National Historical Park,National Historical Park,549997
1981,NC,WV,Harpers Ferry National Historical Park,National Historical Park,589288
1982,NC,WV,Harpers Ferry National Historical Park,National Historical Park,682386
1983,NC,WV,Harpers Ferry National Historical Park,National Historical Park,600823
1984,NC,WV,Harpers Ferry National Historical Park,National Historical Park,673944
1985,NC,WV,Harpers Ferry National Historical Park,National Historical Park,566661
1986,NC,WV,Harpers Ferry National Historical Park,National Historical Park,907747
1987,NC,WV,Harpers Ferry National Historical Park,National Historical Park,916361
1988,NC,WV,Harpers Ferry National Historical Park,National Historical Park,697230
1989,NC,WV,Harpers Ferry National Historical Park,National Historical Park,624168
1990,NC,WV,Harpers Ferry National Historical Park,National Historical Park,542619
1991,NC,WV,Harpers Ferry National Historical Park,National Historical Park,489919
1992,NC,WV,Harpers Ferry National Historical Park,National Historical Park,449341
1993,NC,WV,Harpers Ferry National Historical Park,National Historical Park,426481
1994,NC,WV,Harpers Ferry National Historical Park,National Historical Park,394322
1995,NC,WV,Harpers Ferry National Historical Park,National Historical Park,386247
1996,NC,WV,Harpers Ferry National Historical Park,National Historical Park,314548
1997,NC,WV,Harpers Ferry National Historical Park,National Historical Park,340246
1998,NC,WV,Harpers Ferry National Historical Park,National Historical Park,371094
1999,NC,WV,Harpers Ferry National Historical Park,National Historical Park,333738
2000,NC,WV,Harpers Ferry National Historical Park,National Historical Park,317699
2001,NC,WV,Harpers Ferry National Historical Park,National Historical Park,325156
2002,NC,WV,Harpers Ferry National Historical Park,National Historical Park,286289
2003,NC,WV,Harpers Ferry National Historical Park,National Historical Park,264478
2004,NC,WV,Harpers Ferry National Historical Park,National Historical Park,260783
2005,NC,WV,Harpers Ferry National Historical Park,National Historical Park,241807
2006,NC,WV,Harpers Ferry National Historical Park,National Historical Park,267501
2007,NC,WV,Harpers Ferry National Historical Park,National Historical Park,249908
2008,NC,WV,Harpers Ferry National Historical Park,National Historical Park,254162
2009,NC,WV,Harpers Ferry National Historical Park,National Historical Park,275044
2010,NC,WV,Harpers Ferry National Historical Park,National Historical Park,268822
2011,NC,WV,Harpers Ferry National Historical Park,National Historical Park,255348
2012,NC,WV,Harpers Ferry National Historical Park,National Historical Park,263105
2013,NC,WV,Harpers Ferry National Historical Park,National Historical Park,255714
2014,NC,WV,Harpers Ferry National Historical Park,National Historical Park,261202
2015,NC,WV,Harpers Ferry National Historical Park,National Historical Park,282893
2016,NC,WV,Harpers Ferry National Historical Park,National Historical Park,335691
1984,MW,MO,Harry S Truman National Historic Site,National Historic Site,100165
1985,MW,MO,Harry S Truman National Historic Site,National Historic Site,114686
1986,MW,MO,Harry S Truman National Historic Site,National Historic Site,114102
1987,MW,MO,Harry S Truman National Historic Site,National Historic Site,101685
1988,MW,MO,Harry S Truman National Historic Site,National Historic Site,125700
1989,MW,MO,Harry S Truman National Historic Site,National Historic Site,115568
1990,MW,MO,Harry S Truman National Historic Site,National Historic Site,120057
1991,MW,MO,Harry S Truman National Historic Site,National Historic Site,115240
1992,MW,MO,Harry S Truman National Historic Site,National Historic Site,115585
1993,MW,MO,Harry S Truman National Historic Site,National Historic Site,69311
1994,MW,MO,Harry S Truman National Historic Site,National Historic Site,62854
1995,MW,MO,Harry S Truman National Historic Site,National Historic Site,66814
1996,MW,MO,Harry S Truman National Historic Site,National Historic Site,65463
1997,MW,MO,Harry S Truman National Historic Site,National Historic Site,62039
1998,MW,MO,Harry S Truman National Historic Site,National Historic Site,53792
1999,MW,MO,Harry S Truman National Historic Site,National Historic Site,48847
2000,MW,MO,Harry S Truman National Historic Site,National Historic Site,44182
2001,MW,MO,Harry S Truman National Historic Site,National Historic Site,45112
2002,MW,MO,Harry S Truman National Historic Site,National Historic Site,44472
2003,MW,MO,Harry S Truman National Historic Site,National Historic Site,41757
2004,MW,MO,Harry S Truman National Historic Site,National Historic Site,36953
2005,MW,MO,Harry S Truman National Historic Site,National Historic Site,37968
2006,MW,MO,Harry S Truman National Historic Site,National Historic Site,34479
2007,MW,MO,Harry S Truman National Historic Site,National Historic Site,31092
2008,MW,MO,Harry S Truman National Historic Site,National Historic Site,30848
2009,MW,MO,Harry S Truman National Historic Site,National Historic Site,28384
2010,MW,MO,Harry S Truman National Historic Site,National Historic Site,27670
2011,MW,MO,Harry S Truman National Historic Site,National Historic Site,28924
2012,MW,MO,Harry S Truman National Historic Site,National Historic Site,31316
2013,MW,MO,Harry S Truman National Historic Site,National Historic Site,28977
2014,MW,MO,Harry S Truman National Historic Site,National Historic Site,29364
2015,MW,MO,Harry S Truman National Historic Site,National Historic Site,32825
2016,MW,MO,Harry S Truman National Historic Site,National Historic Site,34616
1921,PW,HI,Hawai'i Volcanoes National Park,National Park,16071
1922,PW,HI,Hawai'i Volcanoes National Park,National Park,27750
1923,PW,HI,Hawai'i Volcanoes National Park,National Park,41150
1924,PW,HI,Hawai'i Volcanoes National Park,National Park,52110
1925,PW,HI,Hawai'i Volcanoes National Park,National Park,64155
1926,PW,HI,Hawai'i Volcanoes National Park,National Park,35000
1927,PW,HI,Hawai'i Volcanoes National Park,National Park,37551
1928,PW,HI,Hawai'i Volcanoes National Park,National Park,78414
1929,PW,HI,Hawai'i Volcanoes National Park,National Park,109857
1930,PW,HI,Hawai'i Volcanoes National Park,National Park,89578
1931,PW,HI,Hawai'i Volcanoes National Park,National Park,124932
1932,PW,HI,Hawai'i Volcanoes National Park,National Park,139663
1933,PW,HI,Hawai'i Volcanoes National Park,National Park,237690
1934,PW,HI,Hawai'i Volcanoes National Park,National Park,240997
1935,PW,HI,Hawai'i Volcanoes National Park,National Park,207208
1936,PW,HI,Hawai'i Volcanoes National Park,National Park,186049
1937,PW,HI,Hawai'i Volcanoes National Park,National Park,203165
1938,PW,HI,Hawai'i Volcanoes National Park,National Park,195986
1939,PW,HI,Hawai'i Volcanoes National Park,National Park,226741
1940,PW,HI,Hawai'i Volcanoes National Park,National Park,287810
1941,PW,HI,Hawai'i Volcanoes National Park,National Park,271824
1942,PW,HI,Hawai'i Volcanoes National Park,National Park,337926
1943,PW,HI,Hawai'i Volcanoes National Park,National Park,394140
1944,PW,HI,Hawai'i Volcanoes National Park,National Park,402475
1945,PW,HI,Hawai'i Volcanoes National Park,National Park,368629
1946,PW,HI,Hawai'i Volcanoes National Park,National Park,405755
1947,PW,HI,Hawai'i Volcanoes National Park,National Park,382482
1948,PW,HI,Hawai'i Volcanoes National Park,National Park,387753
1949,PW,HI,Hawai'i Volcanoes National Park,National Park,350504
1950,PW,HI,Hawai'i Volcanoes National Park,National Park,362245
1951,PW,HI,Hawai'i Volcanoes National Park,National Park,498023
1952,PW,HI,Hawai'i Volcanoes National Park,National Park,694632
1953,PW,HI,Hawai'i Volcanoes National Park,National Park,416942
1954,PW,HI,Hawai'i Volcanoes National Park,National Park,444600
1955,PW,HI,Hawai'i Volcanoes National Park,National Park,416700
1956,PW,HI,Hawai'i Volcanoes National Park,National Park,521400
1957,PW,HI,Hawai'i Volcanoes National Park,National Park,517300
1958,PW,HI,Hawai'i Volcanoes National Park,National Park,461300
1959,PW,HI,Hawai'i Volcanoes National Park,National Park,786000
1960,PW,HI,Hawai'i Volcanoes National Park,National Park,709100
1961,PW,HI,Hawai'i Volcanoes National Park,National Park,769600
1962,PW,HI,Hawai'i Volcanoes National Park,National Park,421600
1963,PW,HI,Hawai'i Volcanoes National Park,National Park,494700
1964,PW,HI,Hawai'i Volcanoes National Park,National Park,517900
1965,PW,HI,Hawai'i Volcanoes National Park,National Park,573900
1966,PW,HI,Hawai'i Volcanoes National Park,National Park,607600
1967,PW,HI,Hawai'i Volcanoes National Park,National Park,786200
1968,PW,HI,Hawai'i Volcanoes National Park,National Park,918000
1969,PW,HI,Hawai'i Volcanoes National Park,National Park,719900
1970,PW,HI,Hawai'i Volcanoes National Park,National Park,822300
1971,PW,HI,Hawai'i Volcanoes National Park,National Park,956700
1972,PW,HI,Hawai'i Volcanoes National Park,National Park,1365104
1973,PW,HI,Hawai'i Volcanoes National Park,National Park,1236500
1974,PW,HI,Hawai'i Volcanoes National Park,National Park,1164900
1975,PW,HI,Hawai'i Volcanoes National Park,National Park,1353900
1976,PW,HI,Hawai'i Volcanoes National Park,National Park,1430500
1977,PW,HI,Hawai'i Volcanoes National Park,National Park,1446200
1978,PW,HI,Hawai'i Volcanoes National Park,National Park,1728256
1979,PW,HI,Hawai'i Volcanoes National Park,National Park,1632589
1980,PW,HI,Hawai'i Volcanoes National Park,National Park,1692338
1981,PW,HI,Hawai'i Volcanoes National Park,National Park,1931852
1982,PW,HI,Hawai'i Volcanoes National Park,National Park,1995397
1983,PW,HI,Hawai'i Volcanoes National Park,National Park,2247974
1984,PW,HI,Hawai'i Volcanoes National Park,National Park,2008608
1985,PW,HI,Hawai'i Volcanoes National Park,National Park,816652
1986,PW,HI,Hawai'i Volcanoes National Park,National Park,898023
1987,PW,HI,Hawai'i Volcanoes National Park,National Park,1006058
1988,PW,HI,Hawai'i Volcanoes National Park,National Park,983007
1989,PW,HI,Hawai'i Volcanoes National Park,National Park,1056188
1990,PW,HI,Hawai'i Volcanoes National Park,National Park,1096816
1991,PW,HI,Hawai'i Volcanoes National Park,National Park,1238653
1992,PW,HI,Hawai'i Volcanoes National Park,National Park,1151661
1993,PW,HI,Hawai'i Volcanoes National Park,National Park,1143741
1994,PW,HI,Hawai'i Volcanoes National Park,National Park,1174289
1995,PW,HI,Hawai'i Volcanoes National Park,National Park,1175028
1996,PW,HI,Hawai'i Volcanoes National Park,National Park,1231557
1997,PW,HI,Hawai'i Volcanoes National Park,National Park,1832087
1998,PW,HI,Hawai'i Volcanoes National Park,National Park,1352373
1999,PW,HI,Hawai'i Volcanoes National Park,National Park,1502855
2000,PW,HI,Hawai'i Volcanoes National Park,National Park,1514636
2001,PW,HI,Hawai'i Volcanoes National Park,National Park,1343286
2002,PW,HI,Hawai'i Volcanoes National Park,National Park,1110998
2003,PW,HI,Hawai'i Volcanoes National Park,National Park,1122524
2004,PW,HI,Hawai'i Volcanoes National Park,National Park,1307391
2005,PW,HI,Hawai'i Volcanoes National Park,National Park,1661196
2006,PW,HI,Hawai'i Volcanoes National Park,National Park,1612246
2007,PW,HI,Hawai'i Volcanoes National Park,National Park,1467779
2008,PW,HI,Hawai'i Volcanoes National Park,National Park,1270538
2009,PW,HI,Hawai'i Volcanoes National Park,National Park,1233105
2010,PW,HI,Hawai'i Volcanoes National Park,National Park,1304667
2011,PW,HI,Hawai'i Volcanoes National Park,National Park,1352123
2012,PW,HI,Hawai'i Volcanoes National Park,National Park,1483928
2013,PW,HI,Hawai'i Volcanoes National Park,National Park,1583209
2014,PW,HI,Hawai'i Volcanoes National Park,National Park,1693005
2015,PW,HI,Hawai'i Volcanoes National Park,National Park,1832660
2016,PW,HI,Hawai'i Volcanoes National Park,National Park,1887580
1971,MW,IA,Herbert Hoover National Historic Site,National Historic Site,166000
1972,MW,IA,Herbert Hoover National Historic Site,National Historic Site,377378
1973,MW,IA,Herbert Hoover National Historic Site,National Historic Site,394900
1974,MW,IA,Herbert Hoover National Historic Site,National Historic Site,381500
1975,MW,IA,Herbert Hoover National Historic Site,National Historic Site,360500
1976,MW,IA,Herbert Hoover National Historic Site,National Historic Site,307500
1977,MW,IA,Herbert Hoover National Historic Site,National Historic Site,291200
1978,MW,IA,Herbert Hoover National Historic Site,National Historic Site,295913
1979,MW,IA,Herbert Hoover National Historic Site,National Historic Site,205028
1980,MW,IA,Herbert Hoover National Historic Site,National Historic Site,212702
1981,MW,IA,Herbert Hoover National Historic Site,National Historic Site,256910
1982,MW,IA,Herbert Hoover National Historic Site,National Historic Site,254334
1983,MW,IA,Herbert Hoover National Historic Site,National Historic Site,242562
1984,MW,IA,Herbert Hoover National Historic Site,National Historic Site,226429
1985,MW,IA,Herbert Hoover National Historic Site,National Historic Site,207845
1986,MW,IA,Herbert Hoover National Historic Site,National Historic Site,223940
1987,MW,IA,Herbert Hoover National Historic Site,National Historic Site,218664
1988,MW,IA,Herbert Hoover National Historic Site,National Historic Site,310220
1989,MW,IA,Herbert Hoover National Historic Site,National Historic Site,299831
1990,MW,IA,Herbert Hoover National Historic Site,National Historic Site,308311
1991,MW,IA,Herbert Hoover National Historic Site,National Historic Site,298135
1992,MW,IA,Herbert Hoover National Historic Site,National Historic Site,305617
1993,MW,IA,Herbert Hoover National Historic Site,National Historic Site,223268
1994,MW,IA,Herbert Hoover National Historic Site,National Historic Site,249833
1995,MW,IA,Herbert Hoover National Historic Site,National Historic Site,241959
1996,MW,IA,Herbert Hoover National Historic Site,National Historic Site,241757
1997,MW,IA,Herbert Hoover National Historic Site,National Historic Site,210736
1998,MW,IA,Herbert Hoover National Historic Site,National Historic Site,231932
1999,MW,IA,Herbert Hoover National Historic Site,National Historic Site,199350
2000,MW,IA,Herbert Hoover National Historic Site,National Historic Site,192815
2001,MW,IA,Herbert Hoover National Historic Site,National Historic Site,183640
2002,MW,IA,Herbert Hoover National Historic Site,National Historic Site,191812
2003,MW,IA,Herbert Hoover National Historic Site,National Historic Site,183364
2004,MW,IA,Herbert Hoover National Historic Site,National Historic Site,182545
2005,MW,IA,Herbert Hoover National Historic Site,National Historic Site,152214
2006,MW,IA,Herbert Hoover National Historic Site,National Historic Site,134980
2007,MW,IA,Herbert Hoover National Historic Site,National Historic Site,118298
2008,MW,IA,Herbert Hoover National Historic Site,National Historic Site,142656
2009,MW,IA,Herbert Hoover National Historic Site,National Historic Site,162886
2010,MW,IA,Herbert Hoover National Historic Site,National Historic Site,142512
2011,MW,IA,Herbert Hoover National Historic Site,National Historic Site,134249
2012,MW,IA,Herbert Hoover National Historic Site,National Historic Site,128812
2013,MW,IA,Herbert Hoover National Historic Site,National Historic Site,128919
2014,MW,IA,Herbert Hoover National Historic Site,National Historic Site,139086
2015,MW,IA,Herbert Hoover National Historic Site,National Historic Site,127154
2016,MW,IA,Herbert Hoover National Historic Site,National Historic Site,152382
1941,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,0
1942,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,0
1943,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,0
1944,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,0
1945,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,0
1946,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,445285
1947,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,516265
1948,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,432671
1949,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,433385
1950,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,382093
1951,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,350950
1952,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,322372
1953,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,304353
1954,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,277300
1955,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,238200
1956,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,215200
1957,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,230500
1958,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,227600
1959,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,241700
1960,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,281900
1961,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,229900
1962,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,233200
1963,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,271600
1964,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,312900
1965,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,390500
1966,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,400200
1967,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,294000
1968,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,308800
1969,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,278300
1970,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,259900
1971,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,269600
1972,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,276811
1973,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,303900
1974,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,285100
1975,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,289100
1976,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,322300
1977,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,311300
1978,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,360645
1979,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,266809
1980,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,316535
1981,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,272129
1982,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,268269
1983,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,212494
1984,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,205405
1985,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,214011
1986,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,204098
1987,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,190582
1988,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,176015
1989,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,181073
1990,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,169468
1991,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,165769
1992,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,169339
1993,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,179892
1994,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,170912
1995,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,169320
1996,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,193170
1997,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,180103
1998,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,163398
1999,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,135701
2000,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,130368
2001,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,127624
2002,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,125949
2003,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,105026
2004,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,103671
2005,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,108611
2006,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,117166
2007,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,114195
2008,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,124073
2009,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,123033
2010,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,140251
2011,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,125488
2012,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,135746
2013,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,147218
2014,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,179340
2015,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,180405
2016,NE,NY,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,193272
1941,MW,NE,Homestead National Monument of America,National Monument,1400
1942,MW,NE,Homestead National Monument of America,National Monument,0
1943,MW,NE,Homestead National Monument of America,National Monument,0
1944,MW,NE,Homestead National Monument of America,National Monument,0
1945,MW,NE,Homestead National Monument of America,National Monument,0
1946,MW,NE,Homestead National Monument of America,National Monument,539
1947,MW,NE,Homestead National Monument of America,National Monument,1992
1948,MW,NE,Homestead National Monument of America,National Monument,2796
1949,MW,NE,Homestead National Monument of America,National Monument,3207
1950,MW,NE,Homestead National Monument of America,National Monument,3408
1951,MW,NE,Homestead National Monument of America,National Monument,8058
1952,MW,NE,Homestead National Monument of America,National Monument,9511
1953,MW,NE,Homestead National Monument of America,National Monument,14710
1954,MW,NE,Homestead National Monument of America,National Monument,18800
1955,MW,NE,Homestead National Monument of America,National Monument,18900
1956,MW,NE,Homestead National Monument of America,National Monument,18000
1957,MW,NE,Homestead National Monument of America,National Monument,23600
1958,MW,NE,Homestead National Monument of America,National Monument,12200
1959,MW,NE,Homestead National Monument of America,National Monument,15400
1960,MW,NE,Homestead National Monument of America,National Monument,18700
1961,MW,NE,Homestead National Monument of America,National Monument,22100
1962,MW,NE,Homestead National Monument of America,National Monument,40500
1963,MW,NE,Homestead National Monument of America,National Monument,27600
1964,MW,NE,Homestead National Monument of America,National Monument,29700
1965,MW,NE,Homestead National Monument of America,National Monument,36400
1966,MW,NE,Homestead National Monument of America,National Monument,36500
1967,MW,NE,Homestead National Monument of America,National Monument,40700
1968,MW,NE,Homestead National Monument of America,National Monument,44900
1969,MW,NE,Homestead National Monument of America,National Monument,32500
1970,MW,NE,Homestead National Monument of America,National Monument,26700
1971,MW,NE,Homestead National Monument of America,National Monument,22400
1972,MW,NE,Homestead National Monument of America,National Monument,19934
1973,MW,NE,Homestead National Monument of America,National Monument,20700
1974,MW,NE,Homestead National Monument of America,National Monument,19900
1975,MW,NE,Homestead National Monument of America,National Monument,18100
1976,MW,NE,Homestead National Monument of America,National Monument,18300
1977,MW,NE,Homestead National Monument of America,National Monument,15900
1978,MW,NE,Homestead National Monument of America,National Monument,17780
1979,MW,NE,Homestead National Monument of America,National Monument,18084
1980,MW,NE,Homestead National Monument of America,National Monument,16278
1981,MW,NE,Homestead National Monument of America,National Monument,16421
1982,MW,NE,Homestead National Monument of America,National Monument,18971
1983,MW,NE,Homestead National Monument of America,National Monument,22608
1984,MW,NE,Homestead National Monument of America,National Monument,21849
1985,MW,NE,Homestead National Monument of America,National Monument,21268
1986,MW,NE,Homestead National Monument of America,National Monument,38276
1987,MW,NE,Homestead National Monument of America,National Monument,42671
1988,MW,NE,Homestead National Monument of America,National Monument,34838
1989,MW,NE,Homestead National Monument of America,National Monument,37393
1990,MW,NE,Homestead National Monument of America,National Monument,38101
1991,MW,NE,Homestead National Monument of America,National Monument,40356
1992,MW,NE,Homestead National Monument of America,National Monument,42989
1993,MW,NE,Homestead National Monument of America,National Monument,46537
1994,MW,NE,Homestead National Monument of America,National Monument,30986
1995,MW,NE,Homestead National Monument of America,National Monument,32626
1996,MW,NE,Homestead National Monument of America,National Monument,36384
1997,MW,NE,Homestead National Monument of America,National Monument,29477
1998,MW,NE,Homestead National Monument of America,National Monument,38910
1999,MW,NE,Homestead National Monument of America,National Monument,41510
2000,MW,NE,Homestead National Monument of America,National Monument,43892
2001,MW,NE,Homestead National Monument of America,National Monument,52077
2002,MW,NE,Homestead National Monument of America,National Monument,52330
2003,MW,NE,Homestead National Monument of America,National Monument,49779
2004,MW,NE,Homestead National Monument of America,National Monument,48776
2005,MW,NE,Homestead National Monument of America,National Monument,54284
2006,MW,NE,Homestead National Monument of America,National Monument,53667
2007,MW,NE,Homestead National Monument of America,National Monument,70216
2008,MW,NE,Homestead National Monument of America,National Monument,71314
2009,MW,NE,Homestead National Monument of America,National Monument,71301
2010,MW,NE,Homestead National Monument of America,National Monument,74314
2011,MW,NE,Homestead National Monument of America,National Monument,69845
2012,MW,NE,Homestead National Monument of America,National Monument,103708
2013,MW,NE,Homestead National Monument of America,National Monument,67396
2014,MW,NE,Homestead National Monument of America,National Monument,69156
2015,MW,NE,Homestead National Monument of America,National Monument,78739
2016,MW,NE,Homestead National Monument of America,National Monument,87755
1935,MW,OH,Hopewell Culture National Historical Park,National Historical Park,35260
1941,MW,OH,Hopewell Culture National Historical Park,National Historical Park,0
1942,MW,OH,Hopewell Culture National Historical Park,National Historical Park,0
1943,MW,OH,Hopewell Culture National Historical Park,National Historical Park,0
1944,MW,OH,Hopewell Culture National Historical Park,National Historical Park,0
1945,MW,OH,Hopewell Culture National Historical Park,National Historical Park,0
1946,MW,OH,Hopewell Culture National Historical Park,National Historical Park,9039
1947,MW,OH,Hopewell Culture National Historical Park,National Historical Park,32322
1948,MW,OH,Hopewell Culture National Historical Park,National Historical Park,36470
1949,MW,OH,Hopewell Culture National Historical Park,National Historical Park,41604
1950,MW,OH,Hopewell Culture National Historical Park,National Historical Park,44484
1951,MW,OH,Hopewell Culture National Historical Park,National Historical Park,44181
1952,MW,OH,Hopewell Culture National Historical Park,National Historical Park,44683
1953,MW,OH,Hopewell Culture National Historical Park,National Historical Park,49771
1954,MW,OH,Hopewell Culture National Historical Park,National Historical Park,55000
1955,MW,OH,Hopewell Culture National Historical Park,National Historical Park,53000
1956,MW,OH,Hopewell Culture National Historical Park,National Historical Park,44500
1957,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43400
1958,MW,OH,Hopewell Culture National Historical Park,National Historical Park,41600
1959,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43000
1960,MW,OH,Hopewell Culture National Historical Park,National Historical Park,29000
1961,MW,OH,Hopewell Culture National Historical Park,National Historical Park,31800
1962,MW,OH,Hopewell Culture National Historical Park,National Historical Park,30700
1963,MW,OH,Hopewell Culture National Historical Park,National Historical Park,41400
1964,MW,OH,Hopewell Culture National Historical Park,National Historical Park,39900
1965,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43800
1966,MW,OH,Hopewell Culture National Historical Park,National Historical Park,45800
1967,MW,OH,Hopewell Culture National Historical Park,National Historical Park,56000
1968,MW,OH,Hopewell Culture National Historical Park,National Historical Park,54300
1969,MW,OH,Hopewell Culture National Historical Park,National Historical Park,47200
1970,MW,OH,Hopewell Culture National Historical Park,National Historical Park,70000
1971,MW,OH,Hopewell Culture National Historical Park,National Historical Park,66400
1972,MW,OH,Hopewell Culture National Historical Park,National Historical Park,84191
1973,MW,OH,Hopewell Culture National Historical Park,National Historical Park,85900
1974,MW,OH,Hopewell Culture National Historical Park,National Historical Park,82800
1975,MW,OH,Hopewell Culture National Historical Park,National Historical Park,97600
1976,MW,OH,Hopewell Culture National Historical Park,National Historical Park,66600
1977,MW,OH,Hopewell Culture National Historical Park,National Historical Park,84100
1978,MW,OH,Hopewell Culture National Historical Park,National Historical Park,70487
1979,MW,OH,Hopewell Culture National Historical Park,National Historical Park,51514
1980,MW,OH,Hopewell Culture National Historical Park,National Historical Park,57151
1981,MW,OH,Hopewell Culture National Historical Park,National Historical Park,59737
1982,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43606
1983,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43013
1984,MW,OH,Hopewell Culture National Historical Park,National Historical Park,42420
1985,MW,OH,Hopewell Culture National Historical Park,National Historical Park,39632
1986,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43854
